row_id,icd9_code,short_title,long_title
6487,64882,Abn glucose-deliv w p/p,"Abnormal glucose tolerance of mother, delivered, with mention of postpartum complication"
6488,64883,Abn glucose-antepartum,"Abnormal glucose tolerance of mother, antepartum condition or complication"
6489,64884,Abn glucose-postpartum,"Abnormal glucose tolerance of mother, postpartum condition or complication"
6490,64890,Oth curr cond preg-unsp,"Other current conditions classifiable elsewhere of mother, unspecified as to episode of care or not applicable"
6491,64891,Oth curr cond-delivered,"Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition"
6492,64892,Oth curr cond-del w p/p,"Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication"
6493,64893,Oth curr cond-antepartum,"Other current conditions classifiable elsewhere of mother, antepartum condition or complication"
6494,64894,Oth curr cond-postpartum,"Other current conditions classifiable elsewhere of mother, postpartum condition or complication"
6495,64900,Tobacco use disord-unsp,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6496,64901,Tobacco use disor-delliv,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6497,64902,Tobacco use dis-del-p/p,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6498,64903,Tobacco use dis-antepart,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6499,64904,Tobacco use dis-postpart,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
6500,64910,Obesity-unspecified,"Obesity complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6501,64911,Obesity-delivered,"Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6502,64912,Obesity-delivered w p/p,"Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6503,64913,Obesity-antepartum,"Obesity complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6504,64914,Obesity-postpartum,"Obesity complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
6505,64920,Bariatric surg stat-unsp,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6506,64921,Bariatric surg stat-del,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6507,64922,Bariatric surg-del w p/p,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6508,64923,Bariatrc surg stat-antep,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6509,64924,Bariatrc surg stat w p/p,"Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
6510,64930,Coagulation def-unspec,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6511,64931,Coagulation def-deliv,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6512,64932,Coagulatn def-del w p/p,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6513,64933,Coagulation def-antepart,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6514,64934,Coagulation def-postpart,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
6515,64940,Epilepsy-unspecified,"Epilepsy complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6516,64941,Epilepsy-delivered,"Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6517,64942,Epilepsy-delivered w p/p,"Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6518,64943,Epilepsy-antepartum,"Epilepsy complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6519,64944,Epilepsy-postpartum,"Epilepsy complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
6520,64950,Spotting-unspecified,"Spotting complicating pregnancy, unspecified as to episode of care or not applicable"
6521,64951,Spotting-delivered,"Spotting complicating pregnancy, delivered, with or without mention of antepartum condition"
6522,64953,Spotting-antepartum,"Spotting complicating pregnancy, antepartum condition or complication"
6523,63570,Leg ab w compl NEC-unsp,"Legally induced abortion, with other specified complications, unspecified"
6524,63571,Leg ab w compl NEC-inc,"Legally induced abortion, with other specified complications, incomplete"
6525,63572,Leg ab w compl NEC-comp,"Legally induced abortion, with other specified complications, complete"
6526,63580,Leg ab w compl NOS-unsp,"Legally induced abortion, with unspecified complication, unspecified"
6527,63581,Leg ab w compl NOS-inc,"Legally induced abortion, with unspecified complication, incomplete"
6528,63582,Leg ab w compl NOS-comp,"Legally induced abortion, with unspecified complication, complete"
6529,63590,Legal abort uncompl-unsp,"Legally induced abortion, without mention of complication, unspecified"
6530,63591,Legal abort uncompl-inc,"Legally induced abortion, without mention of complication, incomplete"
6531,63592,Legal abort uncompl-comp,"Legally induced abortion, without mention of complication, complete"
6532,63600,Illeg ab w pelv inf-unsp,"Illegally induced abortion, complicated by genital tract and pelvic infection, unspecified"
6533,63601,Illeg ab w pelv inf-inc,"Illegally induced abortion, complicated by genital tract and pelvic infection, incomplete"
6534,63602,Illeg ab w pelv inf-comp,"Illegally induced abortion, complicated by genital tract and pelvic infection, complete"
6535,63610,Illeg ab w hemorr-unspec,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, unspecified"
6536,63611,Illeg ab w hemorr-inc,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, incomplete"
6537,63612,Illeg ab w hemorr-comp,"Illegally induced abortion, complicated by delayed or excessive hemorrhage, complete"
6538,63620,Illeg ab w pel damg-unsp,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, unspecified"
6539,63621,Illeg ab w pel damag-inc,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, incomplete"
6540,63622,Illeg ab w pel damg-comp,"Illegally induced abortion, complicated by damage to pelvic organs or tissues, complete"
6541,63630,Illeg ab w ren fail-unsp,"Illegally induced abortion, complicated by renal failure, unspecified"
6542,63631,Illeg ab w ren fail-inc,"Illegally induced abortion, complicated by renal failure, incomplete"
6543,63632,Illeg ab w ren fail-comp,"Illegally induced abortion, complicated by renal failure, complete"
6544,63640,Illeg ab w met dis-unsp,"Illegally induced abortion, complicated by metabolic disorder, unspecified"
6545,63641,Illeg ab w metab dis-inc,"Illegally induced abortion, complicated by metabolic disorder, incomplete"
6546,63642,Illeg ab w met dis-comp,"Illegally induced abortion, complicated by metabolic disorder, complete"
6547,63650,Illeg abort w shock-unsp,"Illegally induced abortion, complicated by shock, unspecified"
6548,63651,Illeg abort w shock-inc,"Illegally induced abortion, complicated by shock, incomplete"
6549,63652,Illeg abort w shock-comp,"Illegally induced abortion, complicated by shock, complete"
6550,63660,Illeg ab w embolism-unsp,"Illegally induced abortion, complicated by embolism, unspecified"
6551,63661,Illeg ab w embolism-inc,"Illegally induced abortion, complicated by embolism, incomplete"
6552,63662,Illeg ab w embolism-comp,"Illegally induced abortion, complicated by embolism, complete"
6553,63670,Illg ab w compl NEC-unsp,"Illegally induced abortion, with other specified complications, unspecified"
6554,63671,Illeg ab w compl NEC-inc,"Illegally induced abortion, with other specified complications, incomplete"
6555,63672,Illg ab w compl NEC-comp,"Illegally induced abortion, with other specified complications, complete"
6556,63680,Illg ab w compl NOS-unsp,"Illegally induced abortion, with unspecified complication, unspecified"
6557,63681,Illeg ab w compl NOS-inc,"Illegally induced abortion, with unspecified complication, incomplete"
6558,63682,Illg ab w compl NOS-comp,"Illegally induced abortion, with unspecified complication, complete"
6559,63690,Illeg abort uncompl-unsp,"Illegally induced abortion, without mention of complication, unspecified"
6560,63691,Illeg abort uncompl-inc,"Illegally induced abortion, without mention of complication, incomplete"
6561,63692,Illeg abort uncompl-comp,"Illegally induced abortion, without mention of complication, complete"
6562,63700,Abort NOS w pel inf-unsp,"Unspecified abortion, complicated by genital tract and pelvic infection, unspecified"
6563,63701,Abort NOS w pel inf-inc,"Unspecified abortion, complicated by genital tract and pelvic infection, incomplete"
6564,63702,Abort NOS w pel inf-comp,"Unspecified abortion, complicated by genital tract and pelvic infection, complete"
6565,63710,Abort NOS w hemorr-unsp,"Unspecified abortion, complicated by delayed or excessive hemorrhage, unspecified"
6566,63711,Abort NOS w hemorr-inc,"Unspecified abortion, complicated by delayed or excessive hemorrhage, incomplete"
6567,63712,Abort NOS w hemorr-comp,"Unspecified abortion, complicated by delayed or excessive hemorrhage, complete"
6568,63720,Ab NOS w pelv damag-unsp,"Unspecified abortion, complicated by damage to pelvic organs or tissues, unspecified"
6569,63721,Ab NOS w pelv damag-inc,"Unspecified abortion, complicated by damage to pelvic organs or tissues, incomplete"
6570,63722,Ab NOS w pelv damag-comp,"Unspecified abortion, complicated by damage to pelvic organs or tissues, complete"
6571,63730,Ab NOS w renal fail-unsp,"Unspecified abortion, complicated by renal failure, unspecified"
6572,63731,Ab NOS w renal fail-inc,"Unspecified abortion, complicated by renal failure, incomplete"
6573,63732,Ab NOS w renal fail-comp,"Unspecified abortion, complicated by renal failure, complete"
6574,63740,Ab NOS w metab dis-unsp,"Unspecified abortion, complicated by metabolic disorder, unspecified"
6575,63741,Ab NOS w metab dis-inc,"Unspecified abortion, complicated by metabolic disorder, incomplete"
6576,63742,Ab NOS w metab dis-comp,"Unspecified abortion, complicated by metabolic disorder, complete"
6577,63750,Abort NOS w shock-unsp,"Unspecified abortion, complicated by shock, unspecified"
6578,63751,Abort NOS w shock-inc,"Unspecified abortion, complicated by shock, incomplete"
6579,63752,Abort NOS w shock-comp,"Unspecified abortion, complicated by shock, complete"
6580,63760,Ab NOS w embolism-unsp,"Unspecified abortion, complicated by embolism, unspecified"
6581,63761,Ab NOS w embolism-inc,"Unspecified abortion, complicated by embolism, incomplete"
6582,63762,Ab NOS w embolism-comp,"Unspecified abortion, complicated by embolism, complete"
6583,63770,Ab NOS w compl NEC-unsp,"Unspecified abortion, with other specified complications, unspecified"
6584,63771,Ab NOS w compl NEC-inc,"Unspecified abortion, with other specified complications, incomplete"
6585,63772,Ab NOS w compl NEC-comp,"Unspecified abortion, with other specified complications, complete"
6586,63780,Ab NOS w compl NOS-unsp,"Unspecified abortion, with unspecified complication, unspecified"
6587,63781,Ab NOS w compl NOS-inc,"Unspecified abortion, with unspecified complication, incomplete"
6588,63782,Ab NOS w compl NOS-comp,"Unspecified abortion, with unspecified complication, complete"
6589,63790,Ab NOS uncomplicat-unsp,"Unspecified abortion, without mention of complication, unspecified"
6590,63791,Ab NOS uncomplicat-inc,"Unspecified abortion, without mention of complication, incomplete"
6591,63792,Ab NOS uncomplicat-comp,"Unspecified abortion, without mention of complication, complete"
6592,6380,Attem abort w pelvic inf,Failed attempted abortion complicated by genital tract and pelvic infection
6593,6381,Attem abort w hemorrhage,Failed attempted abortion complicated by delayed or excessive hemorrhage
6594,6382,Attem abort w pelv damag,Failed attempted abortion complicated by damage to pelvic organs or tissues
6595,6383,Attem abort w renal fail,Failed attempted abortion complicated by renal failure
6596,6384,Attem abor w metabol dis,Failed attempted abortion complicated by metabolic disorder
6597,6385,Attem abortion w shock,Failed attempted abortion complicated by shock
6598,6386,Attemp abort w embolism,Failed attempted abortion complicated by embolism
6599,6387,Attemp abort w compl NEC,Failed attempted abortion with other specified complications
6600,6388,Attemp abort w compl NOS,Failed attempted abortion with unspecified complication
6601,6389,Attempted abort uncompl,Failed attempted abortion without mention of complication
6602,6390,Postabortion gu infect,Genital tract and pelvic infection following abortion or ectopic and molar pregnancies
6603,6391,Postabortion hemorrhage,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies
6604,6392,Postabort pelvic damage,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies
6605,6393,Postabort kidney failure,Kidney failure following abortion and ectopic and molar pregnancies
6606,6394,Postabort metabolic dis,Metabolic disorders following abortion or ectopic and molar pregnancies
6607,6395,Postabortion shock,Shock following abortion or ectopic and molar pregnancies
6608,6396,Postabortion embolism,Embolism following abortion or ectopic and molar pregnancies
6609,6398,Postabortion compl NEC,Other specified complications following abortion or ectopic and molar pregnancy
6610,6399,Postabortion compl NOS,Unspecified complication following abortion or ectopic and molar pregnancy
6611,64000,Threatened abort-unspec,"Threatened abortion, unspecified as to episode of care or not applicable"
6612,64001,Threatened abort-deliver,"Threatened abortion, delivered, with or without mention of antepartum condition"
6613,64003,Threaten abort-antepart,"Threatened abortion, antepartum condition or complication"
6614,64080,Hem early preg NEC-unsp,"Other specified hemorrhage in early pregnancy, unspecified as to episode of care or not applicable"
6615,64081,Hem early preg NEC-deliv,"Other specified hemorrhage in early pregnancy, delivered, with or without mention of antepartum condition"
6616,64083,Hem early pg NEC-antepar,"Other specified hemorrhage in early pregnancy, antepartum condition or complication"
6617,64090,Hemorr early preg-unspec,"Unspecified hemorrhage in early pregnancy, unspecified as to episode of care or not applicable"
6618,64091,Hem early preg-delivered,"Unspecified hemorrhage in early pregnancy, delivered, with or without mention of antepartum condition"
6619,64093,Hem early preg-antepart,"Unspecified hemorrhage in early pregnancy, antepartum condition or complication"
6620,64100,Placenta previa-unspec,"Placenta previa without hemorrhage, unspecified as to episode of care or not applicable"
6621,64101,Placenta previa-deliver,"Placenta previa without hemorrhage, delivered, with or without mention of antepartum condition"
6622,64103,Placenta previa-antepart,"Placenta previa without hemorrhage, antepartum condition or complication"
6623,64110,Placenta prev hem-unspec,"Hemorrhage from placenta previa, unspecified as to episode of care or not applicable"
6624,64111,Placenta prev hem-deliv,"Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition"
6625,64113,Placen prev hem-antepart,"Hemorrhage from placenta previa, antepartum condition or complication"
6626,64120,Prem separ placen-unspec,"Premature separation of placenta, unspecified as to episode of care or not applicable"
6627,64121,Prem separ placen-deliv,"Premature separation of placenta, delivered, with or without mention of antepartum condition"
6628,64123,Prem separ plac-antepart,"Premature separation of placenta, antepartum condition or complication"
6629,64130,Coag def hemorr-unspec,"Antepartum hemorrhage associated with coagulation defects, unspecified as to episode of care or not applicable"
6630,64131,Coag def hemorr-deliver,"Antepartum hemorrhage associated with coagulation defects, delivered, with or without mention of antepartum condition"
6631,64133,Coag def hemorr-antepart,"Antepartum hemorrhage associated with coagulation defects, antepartum condition or complication"
6632,64180,Antepart hem NEC-unspec,"Other antepartum hemorrhage, unspecified as to episode of care or not applicable"
6633,64181,Antepartum hem NEC-deliv,"Other antepartum hemorrhage, delivered, with or without mention of antepartum condition"
6634,64183,Antepart hem NEC-antepar,"Other antepartum hemorrhage, antepartum condition or complication"
6635,64190,Antepart hem NOS-unspec,"Unspecified antepartum hemorrhage, unspecified as to episode of care or not applicable"
6636,64191,Antepartum hem NOS-deliv,"Unspecified antepartum hemorrhage, delivered, with or without mention of antepartum condition"
6637,64193,Antepart hem NOS-antepar,"Unspecified antepartum hemorrhage, antepartum condition or complication"
6638,64200,Essen hyperten preg-unsp,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable"
6639,64201,Essen hyperten-delivered,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition"
6640,64202,Essen hyperten-del w p/p,"Benign essential hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication"
6641,64203,Essen hyperten-antepart,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication"
6642,64204,Essen hyperten-postpart,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication"
6643,64210,Renal hyperten preg-unsp,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable"
6644,64211,Renal hyperten pg-deliv,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition"
6645,64212,Renal hyperten-del p/p,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication"
6646,64213,Renal hyperten-antepart,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication"
6647,64214,Renal hyperten-postpart,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication"
6648,64220,Old hyperten preg-unspec,"Other pre-existing hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable"
6649,64221,Old hyperten NEC-deliver,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition"
6650,64222,Old hyperten-deliv w p/p,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication"
6651,64223,Old hyperten NEC-antepar,"Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication"
6652,64224,Old hyperten NEC-postpar,"Other pre-existing hypertension,complicating pregnancy, childbirth, and the puerperium, , postpartum condition or complication"
6653,64230,Trans hyperten preg-unsp,"Transient hypertension of pregnancy, unspecified as to episode of care or not applicable"
6654,64231,Trans hyperten-delivered,"Transient hypertension of pregnancy, delivered , with or without mention of antepartum condition"
6655,64232,Trans hyperten-del w p/p,"Transient hypertension of pregnancy, delivered, with mention of postpartum complication"
6656,64233,Trans hyperten-antepart,"Transient hypertension of pregnancy, antepartum condition or complication"
6657,64234,Trans hyperten-postpart,"Transient hypertension of pregnancy, postpartum condition or complication"
6658,64240,Mild/NOS preeclamp-unsp,"Mild or unspecified pre-eclampsia, unspecified as to episode of care or not applicable"
6659,64241,Mild/NOS preeclamp-deliv,"Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition"
6660,64242,Mild preeclamp-del w p/p,"Mild or unspecified pre-eclampsia, delivered, with mention of postpartum complication"
6661,64243,Mild/NOS preeclamp-antep,"Mild or unspecified pre-eclampsia, antepartum condition or complication"
6662,64244,Mild/NOS preeclamp-p/p,"Mild or unspecified pre-eclampsia, postpartum condition or complication"
6663,64250,Severe preeclamp-unspec,"Severe pre-eclampsia, unspecified as to episode of care or not applicable"
6664,64251,Severe preeclamp-deliver,"Severe pre-eclampsia, delivered, with or without mention of antepartum condition"
6665,64252,Sev preeclamp-del w p/p,"Severe pre-eclampsia, delivered, with mention of postpartum complication"
6666,64253,Sev preeclamp-antepartum,"Severe pre-eclampsia, antepartum condition or complication"
6667,64254,Sev preeclamp-postpartum,"Severe pre-eclampsia, postpartum condition or complication"
6668,64260,Eclampsia-unspecified,"Eclampsia, unspecified as to episode of care or not applicable"
6669,64261,Eclampsia-delivered,"Eclampsia, delivered, with or without mention of antepartum condition"
6670,64262,Eclampsia-deliv w p/p,"Eclampsia, delivered, with mention of postpartum complication"
6671,64263,Eclampsia-antepartum,"Eclampsia, antepartum condition or complication"
6672,64264,Eclampsia-postpartum,"Eclampsia, postpartum condition or complication"
6673,64270,Tox w old hyperten-unsp,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, unspecified as to episode of care or not applicable"
6674,64271,Tox w old hyperten-deliv,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with or without mention of antepartum condition"
6675,64272,Tox w old hyp-del w p/p,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with mention of postpartum complication"
6676,64273,Tox w old hyper-antepart,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, antepartum condition or complication"
6677,64274,Tox w old hyper-postpart,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, postpartum condition or complication"
6678,64290,Hyperten preg NOS-unspec,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable"
6679,64291,Hypertens NOS-delivered,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
6680,64292,Hypertens NOS-del w p/p,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
6681,64293,Hypertens NOS-antepartum,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
6682,64294,Hypertens NOS-postpartum,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
6683,64300,Mild hyperem grav-unspec,"Mild hyperemesis gravidarum, unspecified as to episode of care or not applicable"
6684,64301,Mild hyperem grav-deliv,"Mild hyperemesis gravidarum, delivered, with or without mention of antepartum condition"
6685,64303,Mild hyperemesis-antepar,"Mild hyperemesis gravidarum, antepartum condition or complication"
6686,64310,Hyperem w metab dis-unsp,"Hyperemesis gravidarum with metabolic disturbance, unspecified as to episode of care or not applicable"
6687,64311,Hyperem w metab dis-del,"Hyperemesis gravidarum with metabolic disturbance, delivered, with or without mention of antepartum condition"
6688,64313,Hyperem w metab-antepart,"Hyperemesis gravidarum with metabolic disturbance, antepartum condition or complication"
6689,64320,Late vomit of preg-unsp,"Late vomiting of pregnancy, unspecified as to episode of care or not applicable"
6690,64321,Late vomit of preg-deliv,"Late vomiting of pregnancy, delivered, with or without mention of antepartum condition"
6691,64323,Late vomit preg-antepart,"Late vomiting of pregnancy, antepartum condition or complication"
6692,64380,Vomit compl preg-unspec,"Other vomiting complicating pregnancy, unspecified as to episode of care or not applicable"
6693,64381,Vomit compl preg-deliver,"Other vomiting complicating pregnancy, delivered, with or without mention of antepartum condition"
6694,64383,Vomit compl preg-antepar,"Other vomiting complicating pregnancy, antepartum condition or complication"
6695,64390,Vomit of preg NOS-unspec,"Unspecified vomiting of pregnancy, unspecified as to episode of care or not applicable"
6696,64391,Vomit of preg NOS-deliv,"Unspecified vomiting of pregnancy, delivered, with or without mention of antepartum condition"
6697,64393,Vomit of pg NOS-antepart,"Unspecified vomiting of pregnancy, antepartum condition or complication"
6698,64400,Threat prem labor-unspec,"Threatened premature labor, unspecified as to episode of care or not applicable"
6699,64403,Thrt prem labor-antepart,"Threatened premature labor, antepartum condition or complication"
6700,64410,Threat labor NEC-unspec,"Other threatened labor, unspecified as to episode of care or not applicable"
6701,64413,Threat labor NEC-antepar,"Other threatened labor, antepartum condition or complication"
6702,64420,Early onset deliv-unspec,"Early onset of delivery, unspecified as to episode of care or not applicable"
6703,64421,Early onset delivery-del,"Early onset of delivery, delivered, with or without mention of antepartum condition"
6704,64510,Post term preg-unsp,"Post term pregnancy, unspecified as to episode of care or not applicable"
6705,64970,Cervical shortening-unsp,"Cervical shortening, unspecified as to episode of care or not applicable"
6706,64971,Cervical shortening-del,"Cervical shortening, delivered, with or without mention of antepartum condition"
6707,64973,Cervical shortening-ante,"Cervical shortening, antepartum condition or complication"
6708,64981,Spon labr w plan C/S-del,"Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section, delivered, with or without mention of antepartum condition"
6709,64982,Lbr w plan C/S-del w p/p,"Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section, delivered, with mention of postpartum complication"
6710,650,Normal delivery,Normal delivery
6711,65100,Twin pregnancy-unspec,"Twin pregnancy, unspecified as to episode of care or not applicable"
6712,65101,Twin pregnancy-delivered,"Twin pregnancy, delivered, with or without mention of antepartum condition"
6713,65103,Twin pregnancy-antepart,"Twin pregnancy, antepartum condition or complication"
6714,65110,Triplet pregnancy-unspec,"Triplet pregnancy, unspecified as to episode of care or not applicable"
6715,65111,Triplet pregnancy-deliv,"Triplet pregnancy, delivered, with or without mention of antepartum condition"
6716,65113,Triplet preg-antepartum,"Triplet pregnancy, antepartum condition or complication"
6717,65120,Quadruplet preg-unspec,"Quadruplet pregnancy, unspecified as to episode of care or not applicable"
6718,65121,Quadruplet preg-deliver,"Quadruplet pregnancy, delivered, with or without mention of antepartum condition"
6719,65123,Quadruplet preg-antepart,"Quadruplet pregnancy, antepartum condition or complication"
6720,65130,Twins w fetal loss-unsp,"Twin pregnancy with fetal loss and retention of one fetus, unspecified as to episode of care or not applicable"
6721,65131,Twins w fetal loss-del,"Twin pregnancy with fetal loss and retention of one fetus, delivered, with or without mention of antepartum condition"
6722,65133,Twins w fetal loss-ante,"Twin pregnancy with fetal loss and retention of one fetus, antepartum condition or complication"
6723,65140,Triplets w fet loss-unsp,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable"
6724,65141,Triplets w fet loss-del,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition"
6725,65143,Triplets w fet loss-ante,"Triplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication"
6726,65150,Quads w fetal loss-unsp,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable"
6727,65151,Quads w fetal loss-del,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition"
6728,65153,Quads w fetal loss-ante,"Quadruplet pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication"
6729,65160,Mult ges w fet loss-unsp,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), unspecified as to episode of care or not applicable"
6730,65161,Mult ges w fet loss-del,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition"
6731,65163,Mult ges w fet loss-ante,"Other multiple pregnancy with fetal loss and retention of one or more fetus(es), antepartum condition or complication"
6732,65170,Mul gest-fet reduct unsp,"Multiple gestation following (elective) fetal reduction, unspecified as to episode of care or not applicable"
6733,65171,Mult gest-fet reduct del,"Multiple gestation following (elective) fetal reduction,delivered, with or without mention of antepartum condition"
6734,65173,Mul gest-fet reduct ante,"Multiple gestation following (elective) fetal reduction, antepartum condition or complication"
6735,65180,Multi gestat NEC-unspec,"Other specified multiple gestation, unspecified as to episode of care or not applicable"
6736,65181,Multi gestat NEC-deliver,"Other specified multiple gestation, delivered, with or without mention of antepartum condition"
6737,65183,Multi gest NEC-antepart,"Other specified multiple gestation, antepartum condition or complication"
6738,65190,Multi gestat NOS-unspec,"Unspecified multiple gestation, unspecified as to episode of care or not applicable"
6739,65191,Mult gestation NOS-deliv,"Unspecified multiple gestation, delivered, with or without mention of antepartum condition"
6740,65193,Multi gest NOS-antepart,"Unspecified multiple gestation, antepartum condition or complication"
6741,65200,Unstable lie-unspecified,"Unstable lie, unspecified as to episode of care or not applicable"
6742,65201,Unstable lie-delivered,"Unstable lie, delivered, with or without mention of antepartum condition"
6743,65203,Unstable lie-antepartum,"Unstable lie, antepartum condition or complication"
6744,65210,Cephalic vers NOS-unspec,"Breech or other malpresentation successfully converted to cephalic presentation, unspecified as to episode of care or not applicable"
6745,65211,Cephalic vers NOS-deliv,"Breech or other malpresentation successfully converted to cephalic presentation, delivered, with or without mention of antepartum condition"
6746,65213,Cephal vers NOS-antepart,"Breech or other malpresentation successfully converted to cephalic presentation, antepartum condition or complication"
6747,65220,Breech presentat-unspec,"Breech presentation without mention of version, unspecified as to episode of care or not applicable"
6748,65221,Breech presentat-deliver,"Breech presentation without mention of version, delivered, with or without mention of antepartum condition"
6749,65223,Breech present-antepart,"Breech presentation without mention of version, antepartum condition or complication"
6750,65230,Transv/obliq lie-unspec,"Transverse or oblique presentation, unspecified as to episode of care or not applicable"
6751,65231,Transver/obliq lie-deliv,"Transverse or oblique presentation, delivered, with or without mention of antepartum condition"
6752,65233,Transv/obliq lie-antepar,"Transverse or oblique presentation, antepartum condition or complication"
6753,65240,Face/brow present-unspec,"Face or brow presentation, unspecified as to episode of care or not applicable"
6754,65241,Face/brow present-deliv,"Face or brow presentation, delivered, with or without mention of antepartum condition"
6755,65243,Face/brow pres-antepart,"Face or brow presentation, antepartum condition or complication"
6756,65250,High head at term-unspec,"High head at term, unspecified as to episode of care or not applicable"
6757,65251,High head at term-deliv,"High head at term, delivered, with or without mention of antepartum condition"
6758,65253,High head term-antepart,"High head at term, antepartum condition or complication"
