"icd10cm","icd9cm","flags","approximate","no_map","combination","scenario","choice_list"
"S06340D","V5889","10000",1,0,0,0,0
"S06340S","9070","10000",1,0,0,0,0
"S06341A","85302","10000",1,0,0,0,0
"S06341D","V5889","10000",1,0,0,0,0
"S06341S","9070","10000",1,0,0,0,0
"S06342A","85302","10000",1,0,0,0,0
"S06342D","V5889","10000",1,0,0,0,0
"S06342S","9070","10000",1,0,0,0,0
"S06343A","85303","10000",1,0,0,0,0
"S06343D","V5889","10000",1,0,0,0,0
"S06343S","9070","10000",1,0,0,0,0
"S06344A","85303","10000",1,0,0,0,0
"S06344D","V5889","10000",1,0,0,0,0
"S06344S","9070","10000",1,0,0,0,0
"S06345A","85304","10000",1,0,0,0,0
"S06345D","V5889","10000",1,0,0,0,0
"S06345S","9070","10000",1,0,0,0,0
"S06346A","85305","10000",1,0,0,0,0
"S06346D","V5889","10000",1,0,0,0,0
"S06346S","9070","10000",1,0,0,0,0
"S06347A","85305","10000",1,0,0,0,0
"S06347D","V5889","10000",1,0,0,0,0
"S06347S","9070","10000",1,0,0,0,0
"S06348A","85305","10000",1,0,0,0,0
"S06348D","V5889","10000",1,0,0,0,0
"S06348S","9070","10000",1,0,0,0,0
"S06349A","85306","10000",1,0,0,0,0
"S06349D","V5889","10000",1,0,0,0,0
"S06349S","9070","10000",1,0,0,0,0
"S06350A","85301","10000",1,0,0,0,0
"S06350D","V5889","10000",1,0,0,0,0
"S06350S","9070","10000",1,0,0,0,0
"S06351A","85302","10000",1,0,0,0,0
"S06351D","V5889","10000",1,0,0,0,0
"S06351S","9070","10000",1,0,0,0,0
"S06352A","85302","10000",1,0,0,0,0
"S06352D","V5889","10000",1,0,0,0,0
"S06352S","9070","10000",1,0,0,0,0
"S06353A","85303","10000",1,0,0,0,0
"S06353D","V5889","10000",1,0,0,0,0
"S06353S","9070","10000",1,0,0,0,0
"S06354A","85303","10000",1,0,0,0,0
"S06354D","V5889","10000",1,0,0,0,0
"S06354S","9070","10000",1,0,0,0,0
"S06355A","85304","10000",1,0,0,0,0
"S06355D","V5889","10000",1,0,0,0,0
"S06355S","9070","10000",1,0,0,0,0
"S06356A","85305","10000",1,0,0,0,0
"S06356D","V5889","10000",1,0,0,0,0
"S06356S","9070","10000",1,0,0,0,0
"S06357A","85305","10000",1,0,0,0,0
"S06357D","V5889","10000",1,0,0,0,0
"S06357S","9070","10000",1,0,0,0,0
"S06358A","85305","10000",1,0,0,0,0
"S06358D","V5889","10000",1,0,0,0,0
"S06358S","9070","10000",1,0,0,0,0
"S06359A","85306","10000",1,0,0,0,0
"S06359D","V5889","10000",1,0,0,0,0
"S06359S","9070","10000",1,0,0,0,0
"S06360A","85301","10000",1,0,0,0,0
"S06360D","V5889","10000",1,0,0,0,0
"S06360S","9070","10000",1,0,0,0,0
"S06361A","85302","10000",1,0,0,0,0
"S06361D","V5889","10000",1,0,0,0,0
"S06361S","9070","10000",1,0,0,0,0
"S06362A","85302","10000",1,0,0,0,0
"S06362D","V5889","10000",1,0,0,0,0
"S06362S","9070","10000",1,0,0,0,0
"S06363A","85303","10000",1,0,0,0,0
"S06363D","V5889","10000",1,0,0,0,0
"S06363S","9070","10000",1,0,0,0,0
"S06364A","85303","10000",1,0,0,0,0
"S06364D","V5889","10000",1,0,0,0,0
"S06364S","9070","10000",1,0,0,0,0
"S06365A","85304","10000",1,0,0,0,0
"S06365D","V5889","10000",1,0,0,0,0
"S06365S","9070","10000",1,0,0,0,0
"S06366A","85305","10000",1,0,0,0,0
"S06366D","V5889","10000",1,0,0,0,0
"S06366S","9070","10000",1,0,0,0,0
"S06367A","85305","10000",1,0,0,0,0
"S06367D","V5889","10000",1,0,0,0,0
"S06367S","9070","10000",1,0,0,0,0
"S06368A","85305","10000",1,0,0,0,0
"S06368D","V5889","10000",1,0,0,0,0
"S06368S","9070","10000",1,0,0,0,0
"S06369A","85306","10000",1,0,0,0,0
"S06369D","V5889","10000",1,0,0,0,0
"S06369S","9070","10000",1,0,0,0,0
"S06370A","85141","10000",1,0,0,0,0
"S06370A","85161","10000",1,0,0,0,0
"S06370D","V5889","10000",1,0,0,0,0
"S06370S","9070","10000",1,0,0,0,0
"S06371A","85142","10000",1,0,0,0,0
"S06371A","85162","10000",1,0,0,0,0
"S06371D","V5889","10000",1,0,0,0,0
"S06371S","9070","10000",1,0,0,0,0
"S06372A","85142","10000",1,0,0,0,0
"S06372A","85162","10000",1,0,0,0,0
"S06372D","V5889","10000",1,0,0,0,0
"S06372S","9070","10000",1,0,0,0,0
"S06373A","85143","10000",1,0,0,0,0
"S06373A","85163","10000",1,0,0,0,0
"S06373D","V5889","10000",1,0,0,0,0
"S06373S","9070","10000",1,0,0,0,0
"S06374A","85143","10000",1,0,0,0,0
"S06374A","85163","10000",1,0,0,0,0
"S06374D","V5889","10000",1,0,0,0,0
"S06374S","9070","10000",1,0,0,0,0
"S06375A","85144","10000",1,0,0,0,0
"S06375A","85164","10000",1,0,0,0,0
"S06375D","V5889","10000",1,0,0,0,0
"S06375S","9070","10000",1,0,0,0,0
"S06376A","85145","10000",1,0,0,0,0
"S06376A","85165","10000",1,0,0,0,0
"S06376D","V5889","10000",1,0,0,0,0
"S06376S","9070","10000",1,0,0,0,0
"S06377A","85145","10000",1,0,0,0,0
"S06377A","85165","10000",1,0,0,0,0
"S06377D","V5889","10000",1,0,0,0,0
"S06377S","9070","10000",1,0,0,0,0
"S06378A","85145","10000",1,0,0,0,0
"S06378A","85165","10000",1,0,0,0,0
"S06378D","V5889","10000",1,0,0,0,0
"S06378S","9070","10000",1,0,0,0,0
"S06379A","85146","10000",1,0,0,0,0
"S06379A","85166","10000",1,0,0,0,0
"S06379D","V5889","10000",1,0,0,0,0
"S06379S","9070","10000",1,0,0,0,0
"S06380A","85141","10000",1,0,0,0,0
"S06380A","85161","10000",1,0,0,0,0
"S06380D","V5889","10000",1,0,0,0,0
"S06380S","9070","10000",1,0,0,0,0
"S06381A","85142","10000",1,0,0,0,0
"S06381A","85162","10000",1,0,0,0,0
"S06381D","V5889","10000",1,0,0,0,0
"S06381S","9070","10000",1,0,0,0,0
"S06382A","85142","10000",1,0,0,0,0
"S06382A","85162","10000",1,0,0,0,0
"S06382D","V5889","10000",1,0,0,0,0
"S06382S","9070","10000",1,0,0,0,0
"S06383A","85143","10000",1,0,0,0,0
"S06383A","85163","10000",1,0,0,0,0
"S06383D","V5889","10000",1,0,0,0,0
"S06383S","9070","10000",1,0,0,0,0
"S06384A","85143","10000",1,0,0,0,0
"S06384A","85163","10000",1,0,0,0,0
"S06384D","V5889","10000",1,0,0,0,0
"S06384S","9070","10000",1,0,0,0,0
"S06385A","85144","10000",1,0,0,0,0
"S06385A","85164","10000",1,0,0,0,0
"S06385D","V5889","10000",1,0,0,0,0
"S06385S","9070","10000",1,0,0,0,0
"S06386A","85145","10000",1,0,0,0,0
"S06386A","85165","10000",1,0,0,0,0
"S06386D","V5889","10000",1,0,0,0,0
"S06386S","9070","10000",1,0,0,0,0
"S06387A","85145","10000",1,0,0,0,0
"S06387A","85165","10000",1,0,0,0,0
"S06387D","V5889","10000",1,0,0,0,0
"S06387S","9070","10000",1,0,0,0,0
"S06388A","85145","10000",1,0,0,0,0
"S06388A","85165","10000",1,0,0,0,0
"S06388D","V5889","10000",1,0,0,0,0
"S06388S","9070","10000",1,0,0,0,0
"S06389A","85146","10000",1,0,0,0,0
"S06389A","85166","10000",1,0,0,0,0
"S06389D","V5889","10000",1,0,0,0,0
"S06389S","9070","10000",1,0,0,0,0
"S064X0A","85241","10000",1,0,0,0,0
"S064X0D","V5889","10000",1,0,0,0,0
"S064X0S","9070","10000",1,0,0,0,0
"S064X1A","85242","10000",1,0,0,0,0
"S064X1D","V5889","10000",1,0,0,0,0
"S064X1S","9070","10000",1,0,0,0,0
"S064X2A","85242","10000",1,0,0,0,0
"S064X2D","V5889","10000",1,0,0,0,0
"S064X2S","9070","10000",1,0,0,0,0
"S064X3A","85243","10000",1,0,0,0,0
"S064X3D","V5889","10000",1,0,0,0,0
"S064X3S","9070","10000",1,0,0,0,0
"S064X4A","85243","10000",1,0,0,0,0
"S064X4D","V5889","10000",1,0,0,0,0
"S064X4S","9070","10000",1,0,0,0,0
"S064X5A","85244","10000",1,0,0,0,0
"S064X5D","V5889","10000",1,0,0,0,0
"S064X5S","9070","10000",1,0,0,0,0
"S064X6A","85245","10000",1,0,0,0,0
"S064X6D","V5889","10000",1,0,0,0,0
"S064X6S","9070","10000",1,0,0,0,0
"S064X7A","85245","10000",1,0,0,0,0
"S064X7D","V5889","10000",1,0,0,0,0
"S064X7S","9070","10000",1,0,0,0,0
"S064X8A","85245","10000",1,0,0,0,0
"S064X8D","V5889","10000",1,0,0,0,0
"S064X8S","9070","10000",1,0,0,0,0
"S064X9A","85246","10000",1,0,0,0,0
"S064X9D","V5889","10000",1,0,0,0,0
"S064X9S","9070","10000",1,0,0,0,0
"S065X0A","85221","10000",1,0,0,0,0
"S065X0D","V5889","10000",1,0,0,0,0
"S065X0S","9070","10000",1,0,0,0,0
"S065X1A","85222","10000",1,0,0,0,0
"S065X1D","V5889","10000",1,0,0,0,0
"S065X1S","9070","10000",1,0,0,0,0
"S065X2A","85222","10000",1,0,0,0,0
"S065X2D","V5889","10000",1,0,0,0,0
"S065X2S","9070","10000",1,0,0,0,0
"S065X3A","85223","10000",1,0,0,0,0
"S065X3D","V5889","10000",1,0,0,0,0
"S065X3S","9070","10000",1,0,0,0,0
"S065X4A","85223","10000",1,0,0,0,0
"S065X4D","V5889","10000",1,0,0,0,0
"S065X4S","9070","10000",1,0,0,0,0
"S065X5A","85224","10000",1,0,0,0,0
"S065X5D","V5889","10000",1,0,0,0,0
"S065X5S","9070","10000",1,0,0,0,0
"S065X6A","85225","10000",1,0,0,0,0
"S065X6D","V5889","10000",1,0,0,0,0
"S065X6S","9070","10000",1,0,0,0,0
"S065X7A","85225","10000",1,0,0,0,0
"S065X7D","V5889","10000",1,0,0,0,0
"S065X7S","9070","10000",1,0,0,0,0
"S065X8A","85225","10000",1,0,0,0,0
"S065X8D","V5889","10000",1,0,0,0,0
"S065X8S","9070","10000",1,0,0,0,0
"S065X9A","85226","10000",1,0,0,0,0
"S065X9D","V5889","10000",1,0,0,0,0
"S065X9S","9070","10000",1,0,0,0,0
"S066X0A","85201","10000",1,0,0,0,0
"S066X0D","V5889","10000",1,0,0,0,0
"S066X0S","9070","10000",1,0,0,0,0
"S066X1A","85202","10000",1,0,0,0,0
"S066X1D","V5889","10000",1,0,0,0,0
"S066X1S","9070","10000",1,0,0,0,0
"S066X2A","85202","10000",1,0,0,0,0
"S066X2D","V5889","10000",1,0,0,0,0
"S066X2S","9070","10000",1,0,0,0,0
"S066X3A","85203","10000",1,0,0,0,0
"S066X3D","V5889","10000",1,0,0,0,0
"S066X3S","9070","10000",1,0,0,0,0
"S066X4A","85203","10000",1,0,0,0,0
"S066X4D","V5889","10000",1,0,0,0,0
"S066X4S","9070","10000",1,0,0,0,0
"S066X5A","85204","10000",1,0,0,0,0
"S066X5D","V5889","10000",1,0,0,0,0
"S066X5S","9070","10000",1,0,0,0,0
"S066X6A","85205","10000",1,0,0,0,0
"S066X6D","V5889","10000",1,0,0,0,0
"S066X6S","9070","10000",1,0,0,0,0
"S066X7A","85205","10000",1,0,0,0,0
"S066X7D","V5889","10000",1,0,0,0,0
"S066X7S","9070","10000",1,0,0,0,0
"S066X8A","85205","10000",1,0,0,0,0
"S066X8D","V5889","10000",1,0,0,0,0
"S066X8S","9070","10000",1,0,0,0,0
"S066X9A","85206","10000",1,0,0,0,0
"S066X9D","V5889","10000",1,0,0,0,0
"S066X9S","9070","10000",1,0,0,0,0
"S06810A","85401","10000",1,0,0,0,0
"S06810D","V5889","10000",1,0,0,0,0
"S06810S","9070","10000",1,0,0,0,0
"S06811A","85402","10000",1,0,0,0,0
"S06811D","V5889","10000",1,0,0,0,0
"S06811S","9070","10000",1,0,0,0,0
"S06812A","85402","10000",1,0,0,0,0
"S06812D","V5889","10000",1,0,0,0,0
"S06812S","9070","10000",1,0,0,0,0
"S06813A","85403","10000",1,0,0,0,0
"S06813D","V5889","10000",1,0,0,0,0
"S06813S","9070","10000",1,0,0,0,0
"S06814A","85403","10000",1,0,0,0,0
"S06814D","V5889","10000",1,0,0,0,0
"S06814S","9070","10000",1,0,0,0,0
"S06815A","85404","10000",1,0,0,0,0
"S06815D","V5889","10000",1,0,0,0,0
"S06815S","9070","10000",1,0,0,0,0
"S06816A","85405","10000",1,0,0,0,0
"S06816D","V5889","10000",1,0,0,0,0
"S06816S","9070","10000",1,0,0,0,0
"S06817A","85405","10000",1,0,0,0,0
"S06817D","V5889","10000",1,0,0,0,0
"S06817S","9070","10000",1,0,0,0,0
"S06818A","85405","10000",1,0,0,0,0
"S06818D","V5889","10000",1,0,0,0,0
"S06818S","9070","10000",1,0,0,0,0
"S06819A","85406","10000",1,0,0,0,0
"S06819D","V5889","10000",1,0,0,0,0
"S06819S","9070","10000",1,0,0,0,0
"S06820A","85401","10000",1,0,0,0,0
"S06820D","V5889","10000",1,0,0,0,0
"S06820S","9070","10000",1,0,0,0,0
"S06821A","85402","10000",1,0,0,0,0
"S06821D","V5889","10000",1,0,0,0,0
"S06821S","9070","10000",1,0,0,0,0
"S06822A","85402","10000",1,0,0,0,0
"S06822D","V5889","10000",1,0,0,0,0
"S06822S","9070","10000",1,0,0,0,0
"S06823A","85403","10000",1,0,0,0,0
"S06823D","V5889","10000",1,0,0,0,0
"S06823S","9070","10000",1,0,0,0,0
"S06824A","85403","10000",1,0,0,0,0
"S06824D","V5889","10000",1,0,0,0,0
"S06824S","9070","10000",1,0,0,0,0
"S06825A","85404","10000",1,0,0,0,0
"S06825D","V5889","10000",1,0,0,0,0
"S06825S","9070","10000",1,0,0,0,0
"S06826A","85405","10000",1,0,0,0,0
"S06826D","V5889","10000",1,0,0,0,0
"S06826S","9070","10000",1,0,0,0,0
"S06827A","85405","10000",1,0,0,0,0
"S06827D","V5889","10000",1,0,0,0,0
"S06827S","9070","10000",1,0,0,0,0
"S06828A","85405","10000",1,0,0,0,0
"S06828D","V5889","10000",1,0,0,0,0
"S06828S","9070","10000",1,0,0,0,0
"S06829A","85406","10000",1,0,0,0,0
"S06829D","V5889","10000",1,0,0,0,0
"S06829S","9070","10000",1,0,0,0,0
"S06890A","85401","10000",1,0,0,0,0
"S06890D","V5889","10000",1,0,0,0,0
"S06890S","9070","10000",1,0,0,0,0
"S06891A","85402","10000",1,0,0,0,0
"S06891D","V5889","10000",1,0,0,0,0
"S06891S","9070","10000",1,0,0,0,0
"S06892A","85402","10000",1,0,0,0,0
"S06892D","V5889","10000",1,0,0,0,0
"S06892S","9070","10000",1,0,0,0,0
"S06893A","85403","10000",1,0,0,0,0
"S06893D","V5889","10000",1,0,0,0,0
"S06893S","9070","10000",1,0,0,0,0
"S06894A","85403","10000",1,0,0,0,0
"S06894D","V5889","10000",1,0,0,0,0
"S06894S","9070","10000",1,0,0,0,0
"S06895A","85404","10000",1,0,0,0,0
"S06895D","V5889","10000",1,0,0,0,0
"S06895S","9070","10000",1,0,0,0,0
"S06896A","85405","10000",1,0,0,0,0
"S06896D","V5889","10000",1,0,0,0,0
"S06896S","9070","10000",1,0,0,0,0
"S06897A","85405","10000",1,0,0,0,0
"S06897D","V5889","10000",1,0,0,0,0
"S06897S","9070","10000",1,0,0,0,0
"S06898A","85405","10000",1,0,0,0,0
"S06898D","V5889","10000",1,0,0,0,0
"S06898S","9070","10000",1,0,0,0,0
"S06899A","85406","10000",1,0,0,0,0
"S06899D","V5889","10000",1,0,0,0,0
"S06899S","9070","10000",1,0,0,0,0
"S069X0A","85401","10000",1,0,0,0,0
"S069X0D","V5889","10000",1,0,0,0,0
"S069X0S","9070","10000",1,0,0,0,0
"S069X1A","85402","10000",1,0,0,0,0
"S069X1D","V5889","10000",1,0,0,0,0
"S069X1S","9070","10000",1,0,0,0,0
"S069X2A","85402","10000",1,0,0,0,0
"S069X2D","V5889","10000",1,0,0,0,0
"S069X2S","9070","10000",1,0,0,0,0
"S069X3A","85403","10000",1,0,0,0,0
"S069X3D","V5889","10000",1,0,0,0,0
"S069X3S","9070","10000",1,0,0,0,0
"S069X4A","85403","10000",1,0,0,0,0
"S069X4D","V5889","10000",1,0,0,0,0
"S069X4S","9070","10000",1,0,0,0,0
"S069X5A","85404","10000",1,0,0,0,0
"S069X5D","V5889","10000",1,0,0,0,0
"S069X5S","9070","10000",1,0,0,0,0
"S069X6A","85405","10000",1,0,0,0,0
"S069X6D","V5889","10000",1,0,0,0,0
"S069X6S","9070","10000",1,0,0,0,0
"S069X7A","85405","10000",1,0,0,0,0
"S069X7D","V5889","10000",1,0,0,0,0
"S069X7S","9070","10000",1,0,0,0,0
"S069X8A","85405","10000",1,0,0,0,0
"S069X8D","V5889","10000",1,0,0,0,0
"S069X8S","9070","10000",1,0,0,0,0
"S069X9A","85406","10000",1,0,0,0,0
"S069X9D","V5889","10000",1,0,0,0,0
"S069X9S","9070","10000",1,0,0,0,0
"S070XXA","9251","10000",1,0,0,0,0
"S070XXD","V5889","10000",1,0,0,0,0
"S070XXS","9064","10000",1,0,0,0,0
"S071XXA","9251","10000",1,0,0,0,0
"S071XXD","V5889","10000",1,0,0,0,0
"S071XXS","9064","10000",1,0,0,0,0
"S078XXA","9251","10000",1,0,0,0,0
"S078XXD","V5889","10000",1,0,0,0,0
"S078XXS","9064","10000",1,0,0,0,0
"S079XXA","9251","10000",1,0,0,0,0
"S079XXD","V5889","10000",1,0,0,0,0
"S079XXS","9064","10000",1,0,0,0,0
"S080XXA","8730","10000",1,0,0,0,0
"S080XXD","V5889","10000",1,0,0,0,0
"S080XXS","9060","10000",1,0,0,0,0
"S08111A","87201","10000",1,0,0,0,0
"S08111D","V5889","10000",1,0,0,0,0
"S08111S","9060","10000",1,0,0,0,0
"S08112A","87201","10000",1,0,0,0,0
"S08112D","V5889","10000",1,0,0,0,0
"S08112S","9060","10000",1,0,0,0,0
"S08119A","87201","10000",1,0,0,0,0
"S08119D","V5889","10000",1,0,0,0,0
"S08119S","9060","10000",1,0,0,0,0
"S08121A","87201","10000",1,0,0,0,0
"S08121D","V5889","10000",1,0,0,0,0
"S08121S","9060","10000",1,0,0,0,0
"S08122A","87201","10000",1,0,0,0,0
"S08122D","V5889","10000",1,0,0,0,0
"S08122S","9060","10000",1,0,0,0,0
"S08129A","87201","10000",1,0,0,0,0
"S08129D","V5889","10000",1,0,0,0,0
"S08129S","9060","10000",1,0,0,0,0
"S08811A","87329","10000",1,0,0,0,0
"S08811D","V5889","10000",1,0,0,0,0
"S08811S","9060","10000",1,0,0,0,0
"S08812A","87329","10000",1,0,0,0,0
"S08812D","V5889","10000",1,0,0,0,0
"S08812S","9060","10000",1,0,0,0,0
"S0889XA","8738","10000",1,0,0,0,0
"S0889XD","V5889","10000",1,0,0,0,0
"S0889XS","9060","10000",1,0,0,0,0
"S090XXA","90089","10000",1,0,0,0,0
"S090XXD","V5889","10000",1,0,0,0,0
"S090XXS","9083","10000",1,0,0,0,0
"S0910XA","95901","10000",1,0,0,0,0
"S0910XD","V5889","10000",1,0,0,0,0
"S0910XS","9089","10000",1,0,0,0,0
"S0911XA","95901","10000",1,0,0,0,0
"S0911XD","V5889","10000",1,0,0,0,0
"S0911XS","9057","10000",1,0,0,0,0
"S0912XA","8738","10000",1,0,0,0,0
"S0912XD","V5889","10000",1,0,0,0,0
"S0912XS","9060","10000",1,0,0,0,0
"S0919XA","95901","10000",1,0,0,0,0
"S0919XD","V5889","10000",1,0,0,0,0
"S0919XS","9089","10000",1,0,0,0,0
"S0920XA","87261","10000",1,0,0,0,0
"S0920XA","87271","10000",1,0,0,0,0
"S0920XD","V5889","10000",1,0,0,0,0
"S0920XS","9089","10000",1,0,0,0,0
"S0921XA","87261","10000",1,0,0,0,0
"S0921XA","87271","10000",1,0,0,0,0
"S0921XD","V5889","10000",1,0,0,0,0
"S0921XS","9060","10000",1,0,0,0,0
"S0922XA","87261","10000",1,0,0,0,0
"S0922XA","87271","10000",1,0,0,0,0
"S0922XD","V5889","10000",1,0,0,0,0
"S0922XS","9060","10000",1,0,0,0,0
"S09301A","87262","10000",1,0,0,0,0
"S09301A","87263","10000",1,0,0,0,0
"S09301A","87264","10000",1,0,0,0,0
"S09301A","87272","10000",1,0,0,0,0
"S09301A","87273","10000",1,0,0,0,0
"S09301A","87274","10000",1,0,0,0,0
"S09301D","V5889","10000",1,0,0,0,0
"S09301S","9089","10000",1,0,0,0,0
"S09302A","87262","10000",1,0,0,0,0
"S09302A","87263","10000",1,0,0,0,0
"S09302A","87264","10000",1,0,0,0,0
"S09302A","87272","10000",1,0,0,0,0
"S09302A","87273","10000",1,0,0,0,0
"S09302A","87274","10000",1,0,0,0,0
"S09302D","V5889","10000",1,0,0,0,0
"S09302S","9089","10000",1,0,0,0,0
"S09309A","87262","10000",1,0,0,0,0
"S09309A","87263","10000",1,0,0,0,0
"S09309A","87264","10000",1,0,0,0,0
"S09309D","V5889","10000",1,0,0,0,0
"S09309S","9089","10000",1,0,0,0,0
"S09311A","87262","10000",1,0,0,0,0
"S09311A","87263","10000",1,0,0,0,0
"S09311A","87264","10000",1,0,0,0,0
"S09311A","87272","10000",1,0,0,0,0
"S09311A","87273","10000",1,0,0,0,0
"S09311A","87274","10000",1,0,0,0,0
"S09311D","V5889","10000",1,0,0,0,0
"S09311S","9060","10000",1,0,0,0,0
"S09312A","87262","10000",1,0,0,0,0
"S09312A","87263","10000",1,0,0,0,0
"S09312A","87264","10000",1,0,0,0,0
"S09312A","87272","10000",1,0,0,0,0
"S09312A","87273","10000",1,0,0,0,0
"S09312A","87274","10000",1,0,0,0,0
"S09312D","V5889","10000",1,0,0,0,0
"S09312S","9060","10000",1,0,0,0,0
"S09313A","87262","10000",1,0,0,0,0
"S09313A","87263","10000",1,0,0,0,0
"S09313A","87264","10000",1,0,0,0,0
"S09313A","87272","10000",1,0,0,0,0
"S09313A","87273","10000",1,0,0,0,0
"S09313A","87274","10000",1,0,0,0,0
"S09313D","V5889","10000",1,0,0,0,0
"S09313S","9060","10000",1,0,0,0,0
"S09319A","87262","10000",1,0,0,0,0
"S09319A","87263","10000",1,0,0,0,0
"S09319A","87264","10000",1,0,0,0,0
"S09319A","87272","10000",1,0,0,0,0
"S09319A","87273","10000",1,0,0,0,0
"S09319A","87274","10000",1,0,0,0,0
"S09319D","V5889","10000",1,0,0,0,0
"S09319S","9060","10000",1,0,0,0,0
"S09391A","87262","10000",1,0,0,0,0
"S09391A","87263","10000",1,0,0,0,0
"S09391A","87264","10000",1,0,0,0,0
"S09391A","87269","10000",1,0,0,0,0
"S09391A","87272","10000",1,0,0,0,0
"S09391A","87273","10000",1,0,0,0,0
"S09391A","87274","10000",1,0,0,0,0
"S09391D","V5889","10000",1,0,0,0,0
"S09391S","9089","10000",1,0,0,0,0
"S09392A","87262","10000",1,0,0,0,0
"S09392A","87263","10000",1,0,0,0,0
"S09392A","87264","10000",1,0,0,0,0
"S09392A","87269","10000",1,0,0,0,0
"S09392A","87272","10000",1,0,0,0,0
"S09392A","87273","10000",1,0,0,0,0
"S09392A","87274","10000",1,0,0,0,0
"S09392D","V5889","10000",1,0,0,0,0
"S09392S","9089","10000",1,0,0,0,0
"S09399A","87262","10000",1,0,0,0,0
"S09399A","87263","10000",1,0,0,0,0
"S09399A","87264","10000",1,0,0,0,0
"S09399A","87269","10000",1,0,0,0,0
"S09399A","87272","10000",1,0,0,0,0
"S09399A","87273","10000",1,0,0,0,0
"S09399A","87274","10000",1,0,0,0,0
"S09399D","V5889","10000",1,0,0,0,0
"S09399S","9089","10000",1,0,0,0,0
"S098XXA","8738","10000",1,0,0,0,0
"S098XXA","8739","10000",1,0,0,0,0
"S098XXA","95901","10000",1,0,0,0,0
"S098XXD","V5889","10000",1,0,0,0,0
"S098XXS","9089","10000",1,0,0,0,0
"S0990XA","8738","10000",1,0,0,0,0
"S0990XA","8739","10000",1,0,0,0,0
"S0990XA","95901","10000",1,0,0,0,0
"S0990XD","V5889","10000",1,0,0,0,0
"S0990XS","9089","10000",1,0,0,0,0
"S0991XA","8728","10000",1,0,0,0,0
"S0991XD","V5889","10000",1,0,0,0,0
"S0991XS","9089","10000",1,0,0,0,0
"S0992XA","95909","10000",1,0,0,0,0
"S0992XD","V5889","10000",1,0,0,0,0
"S0992XS","9089","10000",1,0,0,0,0
"S0993XA","95909","10000",1,0,0,0,0
"S0993XD","V5889","10000",1,0,0,0,0
"S0993XS","9089","10000",1,0,0,0,0
"S100XXA","920","10000",1,0,0,0,0
"S100XXD","V5889","10000",1,0,0,0,0
"S100XXS","9063","10000",1,0,0,0,0
"S1010XA","9108","10000",1,0,0,0,0
"S1010XD","V5889","10000",1,0,0,0,0
"S1010XS","9062","10000",1,0,0,0,0
"S1011XA","9100","10000",1,0,0,0,0
"S1011XD","V5889","10000",1,0,0,0,0
"S1011XS","9062","10000",1,0,0,0,0
"S1012XA","9102","10000",1,0,0,0,0
"S1012XD","V5889","10000",1,0,0,0,0
"S1012XS","9062","10000",1,0,0,0,0
"S1014XA","9108","10000",1,0,0,0,0
"S1014XD","V5889","10000",1,0,0,0,0
"S1014XS","9062","10000",1,0,0,0,0
"S1015XA","9106","10000",1,0,0,0,0
"S1015XD","V5889","10000",1,0,0,0,0
"S1015XS","9062","10000",1,0,0,0,0
"S1016XA","9104","10000",1,0,0,0,0
"S1016XD","V5889","10000",1,0,0,0,0
"S1016XS","9062","10000",1,0,0,0,0
"S1017XA","9108","10000",1,0,0,0,0
"S1017XD","V5889","10000",1,0,0,0,0
"S1017XS","9062","10000",1,0,0,0,0
"S1080XA","9108","10000",1,0,0,0,0
"S1080XD","V5889","10000",1,0,0,0,0
"S1080XS","9062","10000",1,0,0,0,0
"S1081XA","9100","10000",1,0,0,0,0
"S1081XD","V5889","10000",1,0,0,0,0
"S1081XS","9062","10000",1,0,0,0,0
"S1082XA","9102","10000",1,0,0,0,0
"S1082XD","V5889","10000",1,0,0,0,0
"S1082XS","9062","10000",1,0,0,0,0
"S1083XA","920","10000",1,0,0,0,0
"S1083XD","V5889","10000",1,0,0,0,0
"S1083XS","9063","10000",1,0,0,0,0
"S1084XA","9108","10000",1,0,0,0,0
"S1084XD","V5889","10000",1,0,0,0,0
"S1084XS","9062","10000",1,0,0,0,0
"S1085XA","9106","10000",1,0,0,0,0
"S1085XD","V5889","10000",1,0,0,0,0
"S1085XS","9062","10000",1,0,0,0,0
"S1086XA","9104","10000",1,0,0,0,0
"S1086XD","V5889","10000",1,0,0,0,0
"S1086XS","9062","10000",1,0,0,0,0
"S1087XA","9108","10000",1,0,0,0,0
"S1087XD","V5889","10000",1,0,0,0,0
"S1087XS","9062","10000",1,0,0,0,0
"S1090XA","9108","10000",1,0,0,0,0
"S1090XD","V5889","10000",1,0,0,0,0
"S1090XS","9062","10000",1,0,0,0,0
"S1091XA","9100","10000",1,0,0,0,0
"S1091XD","V5889","10000",1,0,0,0,0
"S1091XS","9062","10000",1,0,0,0,0
"S1092XA","9102","10000",1,0,0,0,0
"S1092XD","V5889","10000",1,0,0,0,0
"S1092XS","9062","10000",1,0,0,0,0
"S1093XA","920","10000",1,0,0,0,0
"S1093XD","V5889","10000",1,0,0,0,0
"S1093XS","9063","10000",1,0,0,0,0
"S1094XA","9108","10000",1,0,0,0,0
"S1094XD","V5889","10000",1,0,0,0,0
"S1094XS","9062","10000",1,0,0,0,0
"S1095XA","9106","10000",1,0,0,0,0
"S1095XD","V5889","10000",1,0,0,0,0
"S1095XS","9062","10000",1,0,0,0,0
"S1096XA","9104","10000",1,0,0,0,0
"S1096XD","V5889","10000",1,0,0,0,0
